val,class
0.012044,defect
0.031643,defect
0.000857,defect
0.004404,defect
-0.067632,defect
0.061719,defect
0.004643,defect
-0.127316,defect
-0.04259,defect
0.056883,defect
0.060355,defect
-0.110649,defect
-0.109691,defect
0.102789,defect
0.047938,defect
-0.140716,defect
-0.040848,defect
0.076176,defect
0.016235,defect
-0.027181,defect
-0.102571,defect
-0.011194,defect
0.128935,defect
-0.056604,defect
-0.134315,defect
-0.022169,defect
0.014831,defect
0.062735,defect
-0.073885,defect
-0.00538,defect
0.065993,defect
-0.052153,defect
-0.053924,defect
0.004757,defect
0.062838,defect
-0.098299,defect
-0.065369,defect
0.000867,defect
0.01022,defect
-0.061345,defect
-0.039791,defect
-0.005874,defect
0.018537,defect
0.000613,defect
-0.039121,defect
0.069499,defect
-0.041872,defect
-0.016648,defect
0.003463,defect
0.075107,defect
-0.041504,defect
-0.085017,defect
0.006644,defect
-0.040002,defect
0.035151,defect
-0.028883,defect
0.028555,defect
-0.032057,defect
0.020874,defect
0.039979,defect
-0.012518,defect
0.000657,defect
-0.064354,defect
0.011701,defect
-0.042317,defect
-0.037437,defect
-0.024206,defect
0.051371,defect
0.030247,defect
0.002598,defect
0.074575,defect
-0.060306,defect
-0.076249,defect
-0.019676,defect
0.0373,defect
-0.009548,defect
-0.020624,defect
-0.026276,defect
0.030992,defect
0.042518,defect
-0.06825,defect
-0.075736,defect
0.014283,defect
0.085429,defect
0.022379,defect
-0.079452,defect
-0.140376,defect
0.05808,defect
0.06101,defect
-0.044657,defect
-0.083665,defect
0.076201,defect
0.110124,defect
-0.025101,defect
-0.107569,defect
0.029771,defect
0.122315,defect
-0.012035,defect
-0.068675,defect
-0.046365,defect
0.084124,defect
-0.063031,defect
-0.065188,defect
0.058441,defect
0.090177,defect
-0.069361,defect
0.071919,defect
0.141749,defect
-0.001939,defect
-0.141858,defect
-0.107517,defect
0.112129,defect
0.014429,defect
-0.116319,defect
-0.029606,defect
0.154048,defect
0.016227,defect
-0.020422,defect
0.000371,defect
0.080474,defect
-0.041177,defect
-0.005854,defect
0.033714,defect
-0.01092,defect
-0.005877,defect
-0.048357,defect
0.081687,defect
-0.03751,defect
0.02876,defect
0.034878,defect
0.048006,defect
0.02695,defect
-0.041704,defect
0.015755,defect
-0.046209,defect
-0.080735,defect
-0.073256,defect
0.09533,defect
0.022296,defect
-0.05559,defect
0.013749,defect
0.036866,defect
0.024472,defect
-0.003546,defect
0.031625,defect
-0.053645,defect
0.085292,defect
0.036163,defect
-0.016061,defect
-0.009195,defect
-0.084733,defect
-0.002798,defect
0.066935,defect
0.03723,defect
-0.04064,defect
-0.011486,defect
0.063393,defect
-0.005475,defect
-0.05143,defect
-0.026069,defect
-0.029512,defect
0.008155,defect
-0.004118,defect
0.093193,defect
0.031103,defect
-0.022554,defect
0.020709,defect
0.00645,defect
0.016364,defect
0.034244,defect
0.02562,defect
0.030024,defect
-0.07894,defect
0.010515,defect
0.082029,defect
-0.006706,defect
-0.044179,defect
-0.008352,defect
0.100055,defect
-0.041424,defect
-0.003376,defect
0.00592,defect
0.008151,defect
0.020932,defect
0.002599,defect
0.031173,defect
-0.014566,defect
0.016428,defect
0.012492,defect
-0.009402,defect
0.005818,defect
-0.031911,defect
-0.058227,defect
0.072962,defect
0.058428,defect
-0.024441,defect
-0.016957,defect
0.044181,defect
-0.017066,defect
-0.007167,defect
0.025972,defect
0.074101,defect
-0.081239,defect
-0.03985,defect
0.139261,defect
-0.079709,defect
-0.066313,defect
0.013893,defect
0.086105,defect
0.016787,defect
-0.046885,defect
0.018233,defect
0.06085,defect
-0.068477,defect
-0.042166,defect
0.061409,defect
0.06824,defect
-0.041421,defect
-0.010421,defect
-0.020604,defect
-0.017285,defect
0.06112,defect
-0.007973,defect
0.053725,defect
-0.026734,defect
0.035273,defect
0.04393,defect
0.024533,defect
-0.017473,defect
0.003545,defect
2e-05,defect
0.055772,defect
-0.025464,defect
-0.063594,defect
0.175107,defect
-0.028958,defect
-0.034468,defect
0.076299,defect
0.028217,defect
-0.043896,defect
-0.108325,defect
0.01318,defect
0.031746,defect
-0.047255,defect
0.001561,defect
0.104806,defect
0.051441,defect
-0.039863,defect
0.052499,defect
0.050585,defect
-0.021654,defect
0.006229,defect
-0.004957,defect
0.003667,defect
-0.072261,defect
-0.004479,defect
0.114249,defect
-0.030734,defect
-0.029614,defect
-0.001533,defect
0.061815,defect
-0.001501,defect
-0.06544,defect
0.073106,defect
0.030757,defect
0.023244,defect
0.010628,defect
-0.035291,defect
0.004796,defect
0.040124,defect
0.027954,defect
0.029758,defect
-0.024438,defect
-0.042252,defect
0.026569,defect
0.12885,defect
-0.027192,defect
-0.10974,defect
0.075016,defect
0.036164,defect
-0.042586,defect
8.6e-05,defect
0.017574,defect
-0.022245,defect
0.049999,defect
-0.013748,defect
-0.014131,defect
0.053582,defect
-0.040211,defect
-0.009459,defect
0.102636,defect
-0.014962,defect
-0.084589,defect
0.150694,defect
0.070136,defect
-0.048078,defect
0.015796,defect
0.012472,defect
0.04551,defect
-0.033513,defect
0.010859,defect
-0.024416,defect
-0.020049,defect
0.05133,defect
-0.005719,defect
-0.003645,defect
0.083137,defect
0.018938,defect
0.046779,defect
0.025987,defect
-0.106693,defect
0.1228,defect
-0.002121,defect
-0.043319,defect
-0.052942,defect
0.032756,defect
0.05792,defect
-0.070115,defect
0.088202,defect
-0.013752,defect
0.052435,defect
0.021132,defect
0.081352,defect
0.044295,defect
-0.019237,defect
0.114168,defect
-0.038968,defect
-0.033341,defect
-0.058186,defect
0.005147,defect
-0.012474,defect
-0.021751,defect
0.024478,defect
0.04938,defect
0.049623,defect
0.051856,defect
0.112994,defect
-0.124787,defect
-0.049124,defect
0.037487,defect
0.019864,defect
-0.042174,defect
-0.094623,defect
0.104815,defect
0.002653,defect
0.027241,defect
0.072688,defect
0.017136,defect
0.046001,defect
0.063223,defect
-0.000723,defect
0.00721,defect
-0.017451,defect
-0.05616,defect
0.074171,defect
-0.048631,defect
-0.050565,defect
0.040375,defect
0.002188,defect
0.033836,defect
0.090281,defect
0.001978,defect
0.038465,defect
0.008906,defect
0.003133,defect
0.022325,defect
-0.013254,defect
0.019664,defect
-0.083998,defect
0.062949,defect
0.056299,defect
0.045444,defect
-0.003875,defect
0.011081,defect
0.098743,defect
-0.02807,defect
0.032344,defect
-0.071239,defect
-0.031863,defect
-0.013208,defect
0.009587,defect
-0.033796,defect
0.018539,defect
0.118896,defect
0.040031,defect
0.035922,defect
0.014375,defect
0.090078,defect
-0.018545,defect
0.017452,defect
-0.012578,defect
-0.020337,defect
-0.04512,defect
0.008422,defect
0.059151,defect
-0.045988,defect
0.080048,defect
0.035836,defect
-0.038673,defect
-0.014743,defect
0.0943,defect
-0.022498,defect
-0.06001,defect
-0.003865,defect
-0.019191,defect
0.024191,defect
0.00479,defect
0.072198,defect
0.033215,defect
0.033854,defect
0.060685,defect
-0.019587,defect
0.019972,defect
0.022119,defect
-0.032507,defect
-0.030044,defect
-0.067403,defect
0.082938,defect
-0.008057,defect
-0.02468,defect
0.048811,defect
0.090239,defect
0.037985,defect
-0.017086,defect
0.052231,defect
0.037907,defect
-0.020465,defect
-0.118363,defect
0.059962,defect
-0.045209,defect
-0.032255,defect
0.041274,defect
0.005076,defect
0.096449,defect
0.070223,defect
0.000321,defect
0.00852,defect
0.01319,defect
0.042253,defect
-0.055428,defect
-0.051507,defect
0.045946,defect
-0.013154,defect
0.005982,defect
0.003871,defect
0.045633,defect
-0.010348,defect
0.046372,defect
-0.009877,defect
-0.016098,defect
-0.001985,defect
-0.002683,defect
0.017308,defect
-0.062615,defect
0.011148,defect
0.057676,defect
0.01128,defect
-0.030458,defect
0.071301,defect
0.063958,defect
0.067093,defect
-0.099774,defect
-0.006196,defect
0.035066,defect
-0.046047,defect
0.013461,defect
-0.101612,defect
0.051932,defect
0.049336,defect
-0.038183,defect
0.015939,defect
0.033486,defect
0.071151,defect
0.006384,defect
-0.105749,defect
-0.005704,defect
-0.002683,defect
0.0153,defect
-0.040597,defect
0.026262,defect
0.051448,defect
-0.013625,defect
0.106671,defect
0.014348,defect
0.003214,defect
0.039796,defect
0.008128,defect
-0.047027,defect
0.004162,defect
-0.054523,defect
-0.008659,defect
0.020831,defect
-0.010059,defect
-0.005468,defect
-0.04041,defect
0.021346,defect
-0.03687,defect
0.010183,defect
-0.008993,defect
-0.028735,defect
-0.041944,defect
-0.038379,defect
0.058992,defect
0.01384,defect
0.018801,defect
-0.000883,defect
0.022489,defect
0.041924,defect
0.032357,defect
-0.038243,defect
-0.031743,defect
0.028412,defect
0.012,defect
0.012124,defect
-0.063966,defect
-0.015314,defect
0.041047,defect
0.061749,defect
-0.027165,defect
-0.069206,defect
0.070772,defect
0.039257,defect
-0.059033,defect
-0.009068,defect
0.001885,defect
0.017532,defect
-0.068289,defect
-0.014659,defect
0.091208,defect
0.048288,defect
-0.033513,defect
0.00455,defect
0.069208,defect
0.003537,defect
0.000327,defect
-0.088482,defect
-0.015394,defect
-0.071132,defect
-0.018714,defect
0.055426,defect
-0.016473,defect
-0.054788,defect
-0.093966,defect
0.036467,defect
0.052553,defect
0.015705,defect
-0.130328,defect
-0.156838,defect
0.036821,defect
0.086267,defect
-0.043246,defect
-0.084914,defect
-0.079912,defect
0.050352,defect
0.13702,defect
0.009634,defect
-0.081417,defect
-0.149756,defect
0.038992,defect
0.089277,defect
-0.01195,defect
-0.033221,defect
-0.022506,defect
0.001866,defect
0.05229,defect
0.020641,defect
-0.083138,defect
-0.07131,defect
0.013443,defect
0.058372,defect
0.018694,defect
-0.078202,defect
-0.049661,defect
-0.015418,defect
-0.058536,defect
0.064503,defect
0.015683,defect
-0.057781,defect
0.004491,defect
0.030886,defect
0.017775,defect
0.043604,defect
-0.092644,defect
-0.087265,defect
-0.015066,defect
-0.031991,defect
0.014136,defect
-0.055426,defect
-0.071825,defect
-0.097795,defect
0.018464,defect
0.067159,defect
0.014474,defect
-0.064069,defect
-0.068096,defect
-0.086939,defect
-0.041775,defect
0.036278,defect
-0.039984,defect
0.009692,defect
-0.063987,defect
0.009674,defect
0.033753,defect
0.065355,defect
-0.019239,defect
-0.067773,defect
-0.036963,defect
-0.018942,defect
0.055877,defect
-0.024707,defect
-0.064618,defect
-0.071742,defect
0.000191,defect
0.020584,defect
-0.015957,defect
-0.014418,defect
-0.035432,defect
-0.023858,defect
0.055836,defect
0.011219,defect
0.005652,defect
-0.074002,defect
-0.007489,defect
-0.08375,defect
-0.016705,defect
0.039675,defect
-0.052438,defect
0.04611,defect
-0.056268,defect
-0.005279,defect
0.050427,defect
-0.008669,defect
-0.008417,defect
-0.111544,defect
-0.009309,defect
0.060832,defect
-0.06649,defect
-0.045894,defect
-0.152156,defect
0.159999,defect
0.020057,defect
-0.079882,defect
-0.060394,defect
-0.040057,defect
0.105527,defect
-0.103342,defect
0.001567,defect
-0.021179,defect
-0.004115,defect
-0.033795,defect
0.073185,defect
-0.066635,defect
-0.145723,defect
0.056258,defect
0.053985,defect
-0.077448,defect
-0.124564,defect
0.054637,defect
0.066909,defect
-0.037345,defect
-0.128726,defect
0.035712,defect
0.020048,defect
-0.015548,defect
-0.050118,defect
-0.07201,defect
0.00437,defect
0.027404,defect
0.028856,defect
-0.076933,defect
-0.002123,defect
0.004486,defect
-0.008951,defect
-0.012493,defect
-0.050671,defect
0.006436,defect
-0.010385,defect
-0.005509,defect
-0.01661,defect
-0.080411,defect
0.058033,defect
-0.004491,defect
-0.045285,defect
-0.016668,defect
0.064192,defect
0.040896,defect
-0.102864,defect
-0.002509,defect
0.018618,defect
0.047312,defect
-0.065854,defect
-0.064307,defect
-0.019902,defect
0.037607,defect
0.018758,defect
-0.06708,defect
-0.02025,defect
0.019153,defect
0.027956,defect
-0.039574,defect
-0.047555,defect
0.010041,defect
-0.014932,defect
-0.04809,defect
-0.011322,defect
-0.059007,defect
0.056515,defect
-0.019934,defect
-0.070087,defect
-0.019943,defect
-0.014151,defect
0.037463,defect
-0.065116,defect
0.051785,defect
-0.019913,defect
-0.080963,defect
0.03536,defect
-0.025954,defect
-0.031151,defect
-0.162501,defect
-0.006989,defect
0.163426,defect
-0.017671,defect
-0.076089,defect
-0.02281,defect
0.101142,defect
-0.007875,defect
-0.118815,defect
-0.051746,defect
0.110751,defect
0.005622,defect
-0.105954,defect
0.04673,defect
-0.056064,defect
0.024256,defect
0.082929,defect
-0.000725,defect
-0.05526,defect
-0.077785,defect
0.094552,defect
0.047386,defect
-0.073473,defect
-0.014904,defect
-0.027649,defect
-0.056917,defect
0.006089,defect
0.018126,defect
-0.070132,defect
0.064464,defect
0.036902,defect
0.046286,defect
-0.003773,defect
-0.099747,defect
0.062828,defect
-0.041154,defect
0.023456,defect
-0.01479,defect
-0.058085,defect
-0.081513,defect
-0.027786,defect
0.104666,defect
0.036878,defect
-0.039227,defect
-0.055236,defect
0.141024,defect
0.039353,defect
-0.135062,defect
-0.067311,defect
0.006397,defect
0.042336,defect
-0.087954,defect
0.026266,defect
0.052042,defect
-0.01551,defect
-0.042724,defect
-0.032972,defect
0.159046,defect
-0.034876,defect
-0.058985,defect
-0.013144,defect
0.012004,defect
0.000941,defect
-0.047272,defect
-0.010195,defect
-0.003174,defect
-0.015873,defect
0.065257,defect
0.024777,defect
-0.052703,defect
0.018685,defect
-0.03222,defect
0.043773,defect
-0.024091,defect
-0.065315,defect
0.009387,defect
0.054584,defect
-0.028721,defect
-0.008948,defect
0.095488,defect
-0.005437,defect
-0.001085,defect
0.041681,defect
0.064924,defect
-0.056496,defect
-0.084442,defect
0.097359,defect
-0.010803,defect
-0.067364,defect
-0.031659,defect
0.041069,defect
0.114224,defect
-0.010907,defect
-0.044691,defect
0.050144,defect
-0.040272,defect
-0.054376,defect
0.028045,defect
0.009337,defect
0.054829,defect
-0.013954,defect
-0.041393,defect
0.059525,defect
0.005729,defect
-0.020646,defect
0.061899,defect
0.015724,defect
0.014254,defect
-0.041641,defect
0.025176,defect
-0.081766,defect
0.042836,defect
0.043172,defect
-0.033984,defect
-0.00735,defect
-0.029801,defect
0.040352,defect
-0.03003,defect
0.113166,defect
-0.109651,defect
-0.003103,defect
0.051881,defect
0.039218,defect
-0.114519,defect
0.063505,defect
0.073319,defect
-0.10041,defect
0.041465,defect
0.106379,defect
0.108094,defect
-0.162576,defect
0.069593,defect
0.103653,defect
0.060043,defect
-0.144998,defect
0.065167,defect
0.064164,defect
-0.068989,defect
-0.054045,defect
0.032408,defect
0.149577,defect
-0.08735,defect
0.00179,defect
0.048563,defect
0.066214,defect
-0.082979,defect
0.027249,defect
0.030044,defect
-0.007172,defect
-0.084877,defect
0.033025,defect
0.128726,defect
-0.152746,defect
-0.007236,defect
0.068165,defect
0.062771,defect
-0.059691,defect
-0.044768,defect
-0.012285,defect
0.018722,defect
0.105808,defect
-0.066781,defect
0.006929,defect
-0.001127,defect
0.058558,defect
0.042167,defect
-0.076648,defect
-0.050685,defect
0.073679,defect
0.009906,defect
-0.040719,defect
0.096843,defect
-0.091973,defect
-0.026659,defect
-0.049072,defect
0.045393,defect
0.065722,defect
0.011627,defect
-0.010365,defect
0.041969,defect
0.011445,defect
-0.00973,defect
-0.002928,defect
0.031379,defect
0.065334,defect
-0.121116,defect
0.079052,defect
0.039564,defect
-0.030338,defect
0.052375,defect
0.078728,defect
-0.113375,defect
0.052035,defect
0.003723,defect
-0.067693,defect
0.013729,defect
0.041311,defect
-0.01215,defect
-0.057348,defect
0.18291,defect
-0.033997,defect
-0.061566,defect
0.062455,defect
0.088353,defect
-0.098056,defect
0.021188,defect
0.09782,defect
-0.10459,defect
0.074421,defect
0.029036,defect
0.001165,defect
0.001413,defect
-0.031542,defect
0.01901,defect
0.010936,defect
-0.03734,defect
0.009425,defect
0.087682,defect
-0.109976,defect
0.049802,defect
0.074406,defect
-0.084762,defect
0.007996,defect
0.070662,defect
-0.027678,defect
-0.016567,defect
0.083998,defect
-0.06086,defect
0.011906,defect
0.074574,defect
0.001058,defect
-0.001557,defect
0.036438,defect
-0.066754,defect
0.005905,defect
0.133071,defect
-0.104553,defect
-0.085379,defect
0.074808,defect
0.030368,defect
-0.047787,defect
0.003999,defect
0.005571,defect
0.009913,defect
0.02851,defect
0.089667,defect
-0.088675,defect
0.008017,defect
0.20017,defect
-0.104027,defect
-0.027313,defect
0.056902,defect
0.061113,defect
-0.013667,defect
0.064069,defect
0.059351,defect
-0.096251,defect
0.024506,defect
0.049523,defect
0.04653,defect
-0.067206,defect
-0.101768,defect
0.099061,defect
0.043064,defect
-0.068107,defect
-0.07377,defect
0.066471,defect
0.172575,defect
-0.058083,defect
0.025117,defect
0.083625,defect
0.016705,defect
-0.010365,defect
-0.016036,defect
0.061407,defect
-0.032736,defect
-0.063778,defect
0.013115,defect
0.051081,defect
0.048107,defect
-0.002237,defect
-0.022202,defect
0.093052,defect
0.054862,defect
-0.016801,defect
-0.021484,defect
-0.005999,defect
0.039736,defect
-0.02362,defect
-0.05362,defect
0.044861,defect
-0.008033,defect
0.013232,defect
0.032217,defect
-0.009322,defect
0.12531,defect
0.032124,defect
-0.036973,defect
-0.028528,defect
0.117999,defect
-0.002469,defect
-0.15597,defect
0.028874,defect
0.075473,defect
0.129418,defect
-0.075161,defect
0.010412,defect
0.106505,defect
0.127941,defect
-0.027192,defect
-0.119715,defect
0.063035,defect
0.027235,defect
0.027546,defect
-0.117754,defect
-0.003225,defect
0.078651,defect
0.112479,defect
-0.065492,defect
0.003202,defect
0.132518,defect
0.024074,defect
-0.051474,defect
-0.062342,defect
0.113169,defect
-0.041077,defect
-0.125694,defect
-0.04046,defect
0.152451,defect
0.030975,defect
-0.069294,defect
0.072431,defect
0.120919,defect
-0.047837,defect
-0.11025,defect
0.07137,defect
0.006261,defect
0.007619,defect
-0.032301,defect
0.077753,defect
0.030019,defect
-0.091496,defect
0.105983,defect
-0.021066,defect
0.016531,defect
0.046636,defect
0.010298,defect
0.013783,defect
-0.025358,defect
0.043527,defect
-0.047133,defect
-0.02783,defect
0.021652,defect
0.030352,defect
0.009562,defect
0.12539,defect
0.029339,defect
-0.081726,defect
0.020244,defect
0.061936,defect
-0.011783,defect
-0.13561,defect
-0.006213,defect
0.10409,defect
0.029054,defect
-0.072898,defect
0.085212,defect
0.121511,defect
-0.060536,defect
-0.037087,defect
0.139629,defect
0.011293,defect
-0.07984,defect
0.051561,defect
-0.03251,defect
-0.001758,defect
0.008869,defect
0.008909,defect
0.058537,defect
0.037353,defect
0.095033,defect
-0.009206,defect
-0.055362,defect
0.072204,defect
0.019902,defect
-0.07937,defect
-0.029712,defect
0.022308,defect
0.051059,defect
-0.094939,defect
0.040686,defect
0.106461,defect
0.018301,defect
-0.029189,defect
-0.01501,defect
0.092887,defect
-0.080708,defect
-0.061295,defect
0.028845,defect
0.070906,defect
-0.039291,defect
-0.036085,defect
0.139322,defect
0.089841,defect
-0.124785,defect
0.00843,defect
0.140649,defect
-0.022155,defect
-0.118117,defect
-0.019283,defect
0.139935,defect
-0.052263,defect
-0.072255,defect
0.026224,defect
0.044976,defect
0.036433,defect
-0.070277,defect
0.035502,defect
0.096794,defect
-0.011827,defect
-0.054686,defect
0.022249,defect
0.027669,defect
-0.005861,defect
-0.054092,defect
0.046847,defect
0.032971,defect
0.02818,defect
-0.024171,defect
0.018846,defect
0.072095,defect
-0.068724,defect
-0.000895,defect
0.019909,defect
0.029554,defect
-0.049876,defect
0.017312,defect
-0.020238,defect
-0.007904,defect
0.027856,defect
0.042415,defect
0.018389,defect
-0.02204,defect
-0.062959,defect
-0.014823,defect
0.069149,defect
0.042412,defect
-0.002175,defect
-0.025418,defect
0.035129,defect
-0.00834,defect
-0.070129,defect
-0.029549,defect
0.069334,defect
-0.099078,defect
-0.071514,defect
0.07069,defect
0.059125,defect
-0.087853,defect
-0.011093,defect
0.067592,defect
0.012406,defect
-0.042522,defect
-0.004318,defect
0.060914,defect
-0.038328,defect
-0.019495,defect
-0.014622,defect
0.015363,defect
-0.014994,defect
0.032998,defect
-0.01135,defect
0.048134,defect
0.054211,defect
-0.011025,defect
-0.015401,defect
-0.050466,defect
0.028659,defect
-0.00072,defect
-0.026483,defect
-0.031376,defect
0.007151,defect
0.109209,defect
-0.039459,defect
-0.090875,defect
0.025652,defect
0.042641,defect
0.077909,defect
-0.129638,defect
-0.041115,defect
0.107883,defect
-0.040339,defect
-0.098883,defect
-0.030713,defect
0.014054,defect
0.044608,defect
0.019597,defect
-0.026034,defect
-0.013864,defect
0.100138,defect
0.029341,defect
-0.112449,defect
-0.028377,defect
-0.036742,defect
0.052786,defect
-0.114602,defect
-0.038372,defect
0.034946,defect
-0.016348,defect
0.004241,defect
-0.012638,defect
0.025133,defect
-0.037362,defect
0.019666,defect
-0.06112,defect
0.007994,defect
-0.007272,defect
-0.032136,defect
-0.025497,defect
0.022328,defect
0.034018,defect
-0.071813,defect
-0.009435,defect
0.041067,defect
0.03758,defect
-0.123162,defect
0.07217,defect
-0.007913,defect
-0.078466,defect
-0.033132,defect
-0.065682,defect
0.078514,defect
-0.089514,defect
-0.062359,defect
-0.01724,defect
0.053337,defect
-0.019586,defect
-0.007146,defect
0.001987,defect
-0.049894,defect
-0.054907,defect
-0.089214,defect
0.032841,defect
-0.002195,defect
-0.019396,defect
-0.065499,defect
0.015921,defect
-0.045103,defect
-0.033934,defect
-0.001082,defect
-0.053212,defect
-0.048046,defect
0.048424,defect
0.095605,defect
-0.126526,defect
-0.045048,defect
-0.001491,defect
0.089629,defect
-0.043983,defect
-0.118627,defect
-0.038863,defect
0.076791,defect
0.032702,defect
-0.150279,defect
-0.070341,defect
0.024155,defect
0.091163,defect
-0.044598,defect
-0.020539,defect
-0.016199,defect
0.037402,defect
-0.007848,defect
-0.009667,defect
-0.050159,defect
-0.00659,defect
0.020278,defect
-0.027182,defect
-0.03154,defect
-0.116908,defect
0.095846,defect
0.003759,defect
-0.137946,defect
-0.015123,defect
0.071852,defect
0.010459,defect
-0.059624,defect
-0.022442,defect
0.035375,defect
0.023244,defect
0.019312,defect
-0.1359,defect
0.038396,defect
0.06687,defect
-0.055431,defect
0.061963,defect
-0.05244,defect
-0.03973,defect
-0.035184,defect
-0.075124,defect
-0.00456,defect
-0.020338,defect
-0.084773,defect
0.017541,defect
-0.041744,defect
0.038203,defect
-0.032591,defect
-0.022896,defect
-0.017162,defect
-0.050691,defect
0.026734,defect
-0.014319,defect
-0.046349,defect
-0.059823,defect
0.01338,defect
-0.041764,defect
-0.003457,defect
0.018434,defect
-0.003832,defect
-0.08627,defect
-0.000442,defect
0.010753,defect
0.02044,defect
-0.052149,defect
-0.028137,defect
0.038939,defect
-0.030542,defect
0.015958,defect
-0.048564,defect
0.009303,defect
-0.058313,defect
0.039761,defect
0.075902,defect
-0.042425,defect
-0.070208,defect
-0.010869,defect
0.075047,defect
-0.025855,defect
-0.125736,defect
-0.030711,defect
0.092971,defect
-0.034357,defect
-0.05198,defect
0.003323,defect
0.07312,defect
-0.018912,defect
-0.04893,defect
-0.007574,defect
0.003831,defect
0.022837,defect
-0.108208,defect
-0.069874,defect
0.03628,defect
0.01628,defect
-0.03478,defect
-0.061729,defect
-0.06783,defect
0.02438,defect
0.037807,defect
-0.032795,defect
-0.061115,defect
-0.023262,defect
0.020443,defect
-0.048544,defect
-0.036494,defect
-0.037683,defect
0.025647,defect
0.02474,defect
-0.057639,defect
0.002095,defect
-0.026176,defect
0.019194,defect
-0.02116,defect
-0.045693,defect
0.023559,defect
0.018288,defect
0.00901,defect
-0.115847,defect
-0.034173,defect
0.120212,defect
-0.012096,defect
-0.088256,defect
-0.040157,defect
0.044429,defect
-0.015673,defect
-0.033958,defect
-0.041759,defect
0.016799,defect
0.021976,defect
-0.067265,defect
-0.012406,defect
0.024129,defect
0.056344,defect
-0.092953,defect
-0.002449,defect
0.01911,defect
-0.033592,defect
-0.092637,defect
0.038802,defect
0.085283,defect
-0.088675,defect
0.058771,defect
-0.053668,defect
0.004102,defect
-0.010856,defect
-0.029595,defect
0.004755,defect
-0.031727,defect
-0.04219,defect
-0.0367,defect
0.077036,defect
-0.05621,defect
-0.012202,defect
-0.012411,defect
0.02249,defect
0.01624,defect
-0.074638,defect
-0.056892,defect
0.030565,defect
0.149843,defect
-0.098697,defect
-0.062829,defect
0.020283,defect
0.053395,defect
0.08901,defect
-0.083616,defect
-0.093533,defect
0.005498,defect
0.035577,defect
-0.008975,defect
-0.035003,defect
0.002277,defect
0.030006,defect
-0.012026,defect
-0.083934,defect
0.018462,defect
0.126946,defect
-0.040444,defect
-0.094705,defect
0.063974,defect
0.107135,defect
-0.095047,defect
-0.09472,defect
0.022601,defect
0.119387,defect
-0.027355,defect
-0.046061,defect
0.113454,defect
0.074339,defect
0.013449,defect
-0.039163,defect
-0.024575,defect
0.050675,defect
-0.046192,defect
-0.178086,defect
0.054417,defect
0.092,defect
-0.043697,defect
-0.105294,defect
0.106496,defect
0.176585,defect
-0.081761,defect
-0.034791,defect
0.052519,defect
0.053883,defect
-0.078144,defect
-0.125957,defect
0.072457,defect
0.083478,defect
-0.030629,defect
-0.049461,defect
0.078676,defect
0.082391,defect
-0.094799,defect
-0.029157,defect
0.079002,defect
0.085361,defect
-0.050722,defect
-0.096199,defect
-0.046915,defect
0.011413,defect
-0.001148,defect
-0.002704,defect
-0.026975,defect
0.103109,defect
0.116963,defect
-0.087162,defect
0.062089,defect
-0.0091,defect
0.090613,defect
-0.044475,defect
-0.071908,defect
-0.014085,defect
0.040105,defect
0.074448,defect
-0.122571,defect
0.016479,defect
0.013496,defect
0.160168,defect
-0.11111,defect
-0.005397,defect
0.099154,defect
0.004312,defect
-0.065174,defect
-0.108569,defect
0.095026,defect
-0.001074,defect
0.036745,defect
-0.051249,defect
0.115093,defect
0.099941,defect
0.056603,defect
-0.142048,defect
-0.057745,defect
0.16933,defect
-0.077868,defect
-0.098306,defect
-0.03565,defect
0.089755,defect
0.029506,defect
-0.04152,defect
0.054814,defect
0.109983,defect
-0.051011,defect
-0.023734,defect
0.069559,defect
0.043661,defect
-0.062044,defect
-0.1014,defect
0.084887,defect
0.026823,defect
-0.064357,defect
0.04775,defect
0.068344,defect
-0.001809,defect
-0.117812,defect
0.008225,defect
0.214323,defect
-0.049812,defect
-0.179458,defect
0.035369,defect
0.064003,defect
-0.075236,defect
-0.027193,defect
0.018027,defect
0.103227,defect
0.051728,defect
-0.065322,defect
0.112002,defect
0.05908,defect
-0.163001,defect
-0.021511,defect
0.062779,defect
0.01343,defect
-0.040023,defect
0.016942,defect
0.081332,defect
-0.078577,defect
-0.009394,defect
0.11939,defect
0.054286,defect
-0.028762,defect
0.055243,defect
0.029837,defect
-0.085474,defect
-0.049865,defect
0.061225,defect
0.025269,defect
-0.071136,defect
-0.019676,defect
0.150155,defect
0.018419,defect
-0.078571,defect
0.061863,defect
-0.010513,defect
0.012638,defect
-0.00588,defect
-0.070744,defect
0.016474,defect
0.067323,defect
-0.059425,defect
-0.037046,defect
0.093872,defect
-0.012872,defect
-0.004812,defect
0.138561,defect
-0.015539,defect
-0.086473,defect
0.041402,defect
0.033873,defect
-0.048894,defect
-0.081575,defect
0.111778,defect
-0.03227,defect
-0.033854,defect
0.066017,defect
0.041306,defect
0.030862,defect
-0.010776,defect
0.092231,defect
-0.017541,defect
-0.039529,defect
0.002953,defect
-0.046146,defect
0.037814,defect
-0.006476,defect
-0.069495,defect
0.149341,defect
0.010984,defect
-0.027508,defect
0.137498,defect
-0.026865,defect
-0.043194,defect
0.087565,defect
-0.027946,defect
-0.060255,defect
0.018583,defect
-0.012455,defect
0.013765,defect
0.024106,defect
0.011099,defect
-0.006924,defect
0.037298,defect
0.040059,defect
-0.001397,defect
-0.016529,defect
-0.090385,defect
