vibration
-5.611653464657444
-5.9031327691189075
-12.620975014213082
-13.718347212325696
-10.069246389927008
-13.563419377526571
-16.15195565123658
-15.272286889719409
-13.106580140707376
-8.76972284095232
-7.373634585133799
-8.278682557926622
-9.067037446793421
-11.359428259383801
-7.704536420759899
-1.2468572516774024
-2.075847545148054
-0.9556758924972177
2.3517692789331184
1.0615864301836768
3.458088762624003
6.396215647320415
8.600148752296999
10.346127895976222
7.868890157668463
5.9261823875959525
7.689328969497502
10.920029551483864
9.214721699694653
10.116509295618812
13.580486319837592
13.361226112898006
13.424321163506496
8.665562678492346
3.2919799770230735
5.722238457480142
12.460568928218388
21.225749055729356
23.10863690943151
17.710273556376613
16.468965561517745
13.152906258161678
10.574005709383593
12.042740613360738
7.266160831029043
3.1695876132610232
5.996365013656083
10.548321160604788
17.98441520548645
20.531056160150573
10.710285442970294
4.741033377758292
-0.48509291557721035
-7.7517550024875375
-6.707298683397697
-7.9189365298249
-8.430823332779891
-2.5256624754085095
3.0793725516134764
6.969825301059457
5.073262420845476
-5.3963373461435005
-15.847081729026385
-18.344279169481855
-20.928313155274292
-25.09513405201047
-23.581081341474484
-17.168466709935387
-11.853161316095811
-14.161537711564884
-14.48326434511127
-14.977604338180187
-23.66091920723726
-29.612238081111464
-32.59291940969187
-34.15355927223383
-28.781632047710996
-21.725250474796738
-17.402596246946107
-9.161271081968795
-2.8223134148648845
-7.109289090577946
-11.82508640467148
-11.602760283891545
-10.317093629103441
-6.163387112284815
-3.042816974066354
-4.2389060275499215
-1.8740605393767638
7.083029638889224
9.87345403057712
9.073449913291045
11.009017944335938
3.5410043139790375
-2.663223331069057
-6.1692226942195445
-13.084354127203667
-10.516227025763932
-4.670857995817989
-0.6764569515405698
4.238917029543079
2.7439029726871227
-0.6899507877987859
1.1059347726577937
5.337778905054906
7.4001785810603655
2.5301609842371553
-1.4720997206000395
2.2030611710670667
10.37326226567113
18.48127898636398
22.55532086394554
23.64951385373558
22.639641012147415
19.347209227946532
18.636918693365054
19.161945125161907
13.243645237767419
12.115922296519601
18.737285915640896
23.74850563013748
27.227284927190322
22.7131658687148
19.73455301920573
26.58546907291856
27.53069662436461
18.667262631793356
14.525230392153725
19.840449013820916
22.611480206042735
21.169437763302824
23.40415192094994
25.497186181711598
25.94081962692154
27.47826996736748
24.89620692024142
18.269586971194244
14.835514068603516
14.740982144377952
10.811910059068586
